42.985778227568865, -78.86987384871924
42.980503883384586, -78.8722771078242
42.96492937004995, -78.86884388053137
42.95186383386563, -78.86815723507281
42.94382212497435, -78.87914356240984
42.90862729622726, -78.87983020786841
42.939203715411075, -78.84494035285788
42.97712554495138, -78.82355585164014
42.964788467140075, -78.82026592837587
42.93619304539574, -78.82602329408834
42.984646938844705, -78.80916243735896
42.88529045813496, -78.8120411202152
43.00389751437845, -78.78531049369303
42.979532491105026, -78.78572173410107
42.94943889238407, -78.78531049369303
42.91390951234626, -78.77338452186007
42.92234206739226, -78.75323374186642
42.965390333226956, -78.74295273166558
